subscriber_id,circle,circle_code,zone,join_date,tenure_months,plan_type,plan_price_inr,plan_validity_days,arpu_last_month_inr,arpu_3m_avg_inr,arpu_6m_avg_inr,recharge_count_6m,avg_recharge_gap_days,days_since_last_recharge,payment_failures_6m,autopay_enabled,data_gb_last_month,data_gb_3m_avg,voice_minutes_last_month,sms_count_last_month,device_brand,is_5g_device,is_5g_active,avg_sinr_db,drop_call_rate_pct,site_congestion_score,complaints_6m,unresolved_complaints,avg_resolution_days,home_product,num_services,family_plan_flag,app_logins_30d,outgoing_to_competitor_pct,roaming_user_flag,offer_exposed_90d,offer_redeemed_90d,mnp_enquiry_flag,churn_flag_30d,churn_flag_90d,churn_reason,churn_date
JIO10061941,Delhi NCR,DL,North,2023-10-31,34,Prepaid,449,84,151.68,155.8,117.96,2,95.4,38,0,False,18.36,16.11,304,11,vivo,True,True,2.5,0.19,27.0,2,0,0.4,None,2,False,4,37.3,False,False,False,False,False,False,,
JIO10017890,Tamil Nadu,TN,South,2022-05-31,51,Prepaid,1559,28,104.79,114.85,114.25,5,29.4,39,0,False,41.72,55.35,186,9,vivo,False,False,5.4,0.92,26.6,1,1,1.8,None,1,False,0,38.7,False,False,False,False,False,False,,
JIO10042938,North East,NE,East,2024-07-31,25,Prepaid,999,28,263.19,248.35,304.65,7,38.7,7,1,False,35.87,41.47,743,14,vivo,True,True,17.9,1.05,7.6,0,0,0.0,None,1,False,8,47.4,False,True,False,True,False,False,,
JIO10039772,Tamil Nadu,TN,South,2025-05-31,15,Prepaid,349,28,222.26,230.38,220.9,7,37.0,64,2,False,25.5,23.67,60,11,OPPO,True,True,19.0,0.1,56.8,1,0,4.5,None,1,False,4,31.7,False,False,False,False,False,False,,
JIO10010868,Delhi NCR,DL,North,2024-10-30,22,Prepaid,399,28,223.95,209.23,220.83,6,22.6,27,0,False,27.68,24.06,960,13,vivo,True,False,12.3,0.26,5.1,0,0,0.0,None,1,False,6,3.2,False,False,False,False,False,False,,
JIO10015514,Uttar Pradesh West,UPW,North,2023-01-30,43,Prepaid,349,28,143.24,139.53,153.03,4,21.0,9,1,False,33.09,29.05,446,12,OnePlus,False,False,10.7,1.32,11.8,0,0,0.0,None,1,False,1,43.8,False,False,False,False,False,False,,
JIO10057185,Kerala,KL,South,2025-08-30,12,Prepaid,349,56,226.83,195.1,232.96,3,74.0,45,0,False,124.09,134.81,198,13,vivo,True,False,5.1,0.69,15.9,0,0,0.0,None,1,False,6,46.5,False,False,False,False,False,False,,
JIO10025493,Gujarat,GJ,West,2024-10-30,22,Prepaid,799,56,256.72,256.43,314.55,2,46.7,10,0,False,28.26,31.3,446,18,realme,True,False,17.4,0.07,31.3,2,1,3.7,None,3,False,6,18.5,False,False,False,False,False,False,,
JIO10014959,Gujarat,GJ,West,2024-11-29,21,Prepaid,399,84,184.58,198.06,173.31,2,67.6,33,0,False,11.16,12.66,383,16,Samsung,False,False,18.8,1.18,8.2,0,0,0.0,None,1,False,5,19.1,True,True,True,False,False,False,,
JIO10045535,Gujarat,GJ,West,2025-08-30,12,Prepaid,189,28,263.78,263.77,226.64,7,36.3,16,0,False,35.24,26.21,194,10,Samsung,False,False,4.2,0.28,42.1,0,0,0.0,None,1,False,5,15.4,False,False,False,False,False,False,,
JIO10021828,Odisha,OR,East,2024-01-30,31,Prepaid,579,28,166.86,164.41,167.15,8,28.1,14,0,False,11.84,14.13,173,6,Motorola,False,False,12.7,0.92,43.4,2,0,2.9,None,2,False,4,44.5,False,False,False,False,False,False,,
JIO10012431,West Bengal,WB,East,2025-07-31,13,Prepaid,239,28,194.6,198.18,177.58,4,35.5,4,0,True,37.77,29.3,339,8,vivo,True,True,9.9,0.79,33.2,0,0,0.0,None,1,True,8,37.7,True,False,False,False,False,False,,
JIO10019190,Rajasthan,RJ,North,2024-01-30,31,Prepaid,579,84,232.46,249.1,240.82,2,74.7,19,0,False,42.5,45.61,223,17,OPPO,True,True,9.5,1.0,12.4,0,0,0.0,None,2,False,8,11.4,False,False,False,False,False,False,,
JIO10029478,Haryana,HR,North,2025-03-31,17,Prepaid,209,28,213.62,195.59,230.57,8,33.2,29,0,False,16.86,15.07,74,7,OPPO,True,True,13.8,0.66,46.8,1,0,8.2,JioAirFiber,2,False,7,2.2,False,False,False,False,False,False,,
JIO10056952,Andhra Pradesh & Telangana,AP,South,2024-01-30,31,Prepaid,449,84,240.03,243.52,275.98,3,95.3,77,0,False,49.99,50.8,137,11,OPPO,True,True,4.6,0.12,45.8,1,0,1.6,JioAirFiber,2,True,6,14.0,False,False,False,False,False,False,,
JIO10052451,Bihar & Jharkhand,BH,East,2023-03-01,42,Prepaid,449,56,150.64,164.61,157.25,3,64.7,62,1,False,47.38,52.61,370,8,Samsung,True,True,11.5,1.12,26.8,0,0,0.0,None,1,False,4,35.3,False,False,False,False,False,False,,
JIO10017385,Rajasthan,RJ,North,2026-05-01,4,Prepaid,449,365,290.24,283.49,294.59,1,374.0,210,1,False,68.35,70.79,436,13,POCO,False,False,20.1,0.01,46.0,1,0,1.9,None,1,False,4,26.7,False,True,True,True,False,False,,
JIO10063521,Karnataka,KA,South,2025-08-30,12,Prepaid,399,28,310.48,302.26,333.62,6,13.4,11,0,False,39.27,36.55,147,9,Xiaomi,False,False,20.5,0.55,41.1,1,1,2.3,JioAirFiber,2,False,15,13.6,False,False,False,False,False,False,,
JIO10044361,Assam,AS,East,2024-01-30,31,Prepaid,155,56,177.69,149.9,138.76,3,55.6,47,1,False,29.68,28.68,1263,12,Samsung,True,True,15.3,0.81,31.0,0,0,0.0,None,1,False,3,58.9,True,True,False,False,False,False,,
JIO10004052,West Bengal,WB,East,2022-05-01,52,Prepaid,209,28,240.37,202.15,207.61,5,30.5,8,0,True,54.71,61.74,499,8,Samsung,True,True,18.6,1.85,44.6,0,0,0.0,None,1,False,9,12.1,False,False,False,False,False,False,,
JIO10021928,Madhya Pradesh & Chhattisgarh,MP,North,2026-03-01,6,Prepaid,209,28,130.99,118.34,143.73,5,24.9,6,0,False,13.34,12.0,264,26,Xiaomi,False,False,21.4,0.43,19.0,0,0,0.0,None,1,False,2,42.6,False,False,False,False,False,False,,
JIO10013855,Tamil Nadu,TN,South,2023-08-31,36,Prepaid,399,28,114.2,95.3,102.78,7,27.8,3,1,False,24.8,22.37,35,6,Samsung,False,False,11.7,0.34,55.1,0,0,0.0,None,2,False,1,8.1,True,True,True,False,False,False,,
JIO10038135,Tamil Nadu,TN,South,2018-11-30,93,Postpaid,799,30,637.34,589.53,609.33,6,25.9,26,0,False,26.84,27.02,1475,9,Xiaomi,True,False,15.0,0.26,19.5,0,0,0.0,None,1,False,17,37.3,False,False,False,False,False,False,,
JIO10062815,Andhra Pradesh & Telangana,AP,South,2023-09-30,35,Prepaid,399,28,93.61,87.25,89.53,6,31.8,9,2,False,50.14,45.84,148,11,vivo,True,False,10.2,1.15,18.8,1,0,6.6,None,1,False,1,26.1,False,True,True,False,False,False,,
JIO10027931,Bihar & Jharkhand,BH,East,2025-01-29,19,Prepaid,239,84,319.31,335.34,276.77,2,104.2,40,1,False,63.59,57.76,343,27,vivo,True,True,21.3,0.12,62.4,0,0,0.0,None,1,False,10,9.6,False,False,False,True,False,False,,
JIO10021265,Andhra Pradesh & Telangana,AP,South,2022-05-31,51,Postpaid,599,30,343.28,318.44,246.41,6,29.8,26,0,False,200.13,212.77,280,6,Tecno,True,True,12.3,0.6,39.4,1,0,3.9,None,1,False,13,16.3,False,True,True,False,False,False,,
JIO10046740,Uttar Pradesh West,UPW,North,2025-05-31,15,Prepaid,189,365,221.25,225.64,198.43,0,397.7,210,1,False,23.35,31.08,176,10,POCO,True,True,14.6,0.37,26.7,0,0,0.0,None,2,False,3,25.3,False,False,False,False,False,True,Relocation,2026-11-01
JIO10049174,Mumbai,MU,West,2019-07-31,85,Prepaid,209,84,166.85,150.42,155.69,2,125.8,40,0,False,28.36,26.36,206,13,Samsung,True,True,16.4,0.06,6.1,0,0,0.0,None,1,False,1,8.1,False,False,False,False,False,False,,
JIO10045922,Uttar Pradesh West,UPW,North,2024-07-31,25,Prepaid,299,28,152.67,132.36,131.96,6,30.0,25,1,False,8.13,8.38,72,9,Xiaomi,False,False,12.6,0.42,33.5,0,0,0.0,None,1,False,5,17.2,False,True,True,False,False,False,,
JIO10008616,Gujarat,GJ,West,2023-07-01,38,Prepaid,299,28,317.74,286.86,348.99,6,17.1,2,0,False,23.9,24.07,185,11,realme,True,True,13.3,0.55,44.6,1,0,5.3,JioAirFiber,2,False,9,26.1,False,False,False,False,False,False,,
JIO10006328,Karnataka,KA,South,2024-07-31,25,Prepaid,189,28,121.15,132.65,138.98,8,31.8,33,0,False,30.39,36.31,546,8,vivo,False,False,12.6,0.18,5.0,3,1,3.9,None,1,False,1,35.7,False,False,False,False,False,False,,
JIO10052536,Gujarat,GJ,West,2025-01-29,19,Prepaid,399,56,193.99,195.0,201.27,3,68.1,22,1,True,33.13,26.37,142,16,JioBharat / JioPhone,False,False,7.4,0.6,45.7,2,0,9.4,None,1,True,9,21.6,False,False,False,False,False,False,,
JIO10016171,Uttar Pradesh West,UPW,North,2026-03-31,5,Postpaid,449,30,430.67,427.93,503.23,6,42.0,2,3,False,66.97,70.1,286,8,Apple,True,True,15.3,0.46,47.2,0,0,0.0,None,1,False,10,34.4,False,False,False,False,False,False,,
JIO10010479,Karnataka,KA,South,2024-11-29,21,Postpaid,299,30,176.14,161.57,179.51,6,36.6,35,1,True,45.5,42.44,105,9,Xiaomi,True,True,13.0,0.85,24.1,0,0,0.0,None,1,False,10,43.6,False,False,False,False,False,False,,
JIO10026574,Kolkata,KO,East,2025-07-31,13,Prepaid,189,56,75.99,78.0,75.0,3,52.8,6,0,False,17.27,15.31,328,7,Xiaomi,False,False,19.2,0.17,10.9,0,0,0.0,None,2,False,0,19.8,False,False,False,False,False,False,,
JIO10045367,West Bengal,WB,East,2023-12-30,32,Prepaid,209,28,149.22,152.34,88.71,6,22.3,36,1,False,9.23,7.87,308,11,OPPO,False,False,15.0,0.79,64.3,0,0,0.0,None,1,True,4,40.4,False,False,False,False,False,False,,
JIO10038523,West Bengal,WB,East,2024-04-30,28,Prepaid,299,84,96.05,90.51,91.49,2,106.1,106,3,False,20.94,17.2,252,15,Motorola,False,False,15.8,0.75,22.3,0,0,0.0,None,1,False,0,62.3,False,False,False,False,False,False,,
JIO10012186,Bihar & Jharkhand,BH,East,2026-03-01,6,Prepaid,209,365,517.13,498.26,473.19,1,400.0,210,0,False,92.83,124.66,100,7,Samsung,True,True,9.6,0.08,20.4,0,0,0.0,None,1,True,11,31.7,False,False,False,False,False,False,,
JIO10025842,Punjab,PB,North,2024-09-29,23,Prepaid,349,56,222.46,215.25,229.51,3,69.6,49,0,False,32.89,34.42,102,16,OPPO,True,True,18.9,0.83,22.8,0,0,0.0,None,3,False,8,29.8,True,False,False,False,False,False,,
JIO10004854,Gujarat,GJ,West,2025-10-30,10,Prepaid,349,56,139.97,129.13,145.93,2,44.0,33,0,True,28.96,32.7,283,13,Xiaomi,False,False,6.2,1.65,11.8,3,0,5.0,None,1,False,6,22.5,False,False,False,False,False,False,,
JIO10032791,Rajasthan,RJ,North,2023-01-30,43,Prepaid,399,56,161.32,165.93,166.82,3,32.4,19,0,False,22.28,24.25,356,11,POCO,False,False,11.7,0.51,57.1,0,0,0.0,None,2,False,6,14.3,False,False,False,False,False,False,,
JIO10033921,Bihar & Jharkhand,BH,East,2024-10-30,22,Prepaid,579,84,115.72,111.54,114.66,2,74.7,24,0,False,28.11,33.85,885,9,vivo,False,False,11.1,1.73,35.0,0,0,0.0,None,2,False,2,8.1,False,True,True,True,False,False,,
JIO10030593,West Bengal,WB,East,2024-04-30,28,Postpaid,449,30,262.33,261.38,233.56,6,34.3,7,0,False,143.49,127.8,133,7,Samsung,True,True,18.6,1.16,54.9,1,1,7.3,None,2,False,7,7.0,False,True,False,False,False,False,,
JIO10002979,Uttar Pradesh East,UPE,North,2025-03-31,17,Prepaid,239,28,140.52,134.56,111.0,8,21.4,10,0,False,19.02,19.67,557,9,OPPO,False,False,15.6,0.26,99.0,1,0,5.6,None,1,False,4,35.1,False,False,False,False,False,False,,
JIO10044156,Madhya Pradesh & Chhattisgarh,MP,North,2024-12-30,20,Prepaid,189,56,83.82,83.32,75.0,3,56.4,50,1,False,16.02,18.71,56,12,vivo,False,False,10.9,0.97,58.7,2,0,1.1,None,2,True,0,69.1,False,True,True,False,False,False,,
JIO10015279,Rajasthan,RJ,North,2024-12-30,20,Prepaid,299,84,271.86,264.89,284.61,3,121.5,27,0,False,25.98,25.7,394,6,OnePlus,False,False,17.3,0.01,10.8,1,0,0.9,None,1,False,5,15.6,False,False,False,False,False,False,,
JIO10050457,Punjab,PB,North,2024-02-29,30,Prepaid,155,28,157.94,160.4,158.56,7,30.7,26,0,False,11.9,13.42,179,6,Xiaomi,False,False,17.1,1.23,15.9,1,1,2.7,None,1,True,4,30.8,False,False,False,False,False,False,,
JIO10034594,Madhya Pradesh & Chhattisgarh,MP,North,2025-03-01,18,Prepaid,239,28,126.39,148.75,110.06,6,28.6,4,0,False,14.34,10.4,364,10,vivo,True,True,10.9,1.42,33.3,0,0,0.0,None,1,False,1,26.6,False,False,False,False,False,False,,
JIO10040911,Uttar Pradesh West,UPW,North,2023-10-31,34,Prepaid,209,28,215.98,187.38,211.63,6,30.9,2,0,False,100.65,94.4,313,13,vivo,True,False,12.2,1.03,57.0,0,0,0.0,None,2,False,9,23.0,False,False,False,False,False,False,,
JIO10036275,Karnataka,KA,South,2025-10-30,10,Prepaid,299,28,163.8,163.07,203.24,5,24.0,6,0,False,70.89,84.22,317,16,Xiaomi,True,True,10.1,0.05,19.2,0,0,0.0,None,1,False,5,2.6,False,False,False,True,False,False,,
JIO10063187,Uttar Pradesh East,UPE,North,2025-05-31,15,Prepaid,299,365,213.52,236.78,196.5,1,374.1,141,1,False,17.25,19.02,492,9,vivo,True,True,17.7,0.39,39.6,0,0,0.0,None,1,False,7,20.1,False,False,False,False,False,False,,
JIO10000297,Mumbai,MU,West,2021-06-30,62,Prepaid,399,365,504.52,495.58,479.07,1,384.0,143,0,False,39.35,30.68,194,13,OPPO,True,False,7.8,1.11,21.1,1,0,0.7,None,1,False,13,13.1,True,True,False,False,False,False,,
JIO10021868,Uttar Pradesh East,UPE,North,2023-07-31,37,Prepaid,449,28,115.71,98.69,113.08,5,43.0,10,0,False,10.69,12.33,428,11,Xiaomi,False,False,6.4,0.37,45.2,0,0,0.0,None,2,False,1,8.7,False,False,False,False,False,False,,
JIO10034849,Andhra Pradesh & Telangana,AP,South,2026-05-31,3,Prepaid,449,28,263.85,251.85,244.9,5,22.3,18,1,False,66.15,56.63,79,10,Samsung,True,True,11.5,0.61,37.8,0,0,0.0,None,1,False,5,41.2,False,False,False,False,False,False,,
JIO10059434,Maharashtra & Goa,MH,West,2025-03-31,17,Prepaid,399,56,173.95,161.94,156.98,3,78.3,60,0,True,32.27,30.81,281,14,vivo,True,True,12.0,0.48,31.0,2,1,6.5,None,2,False,9,12.3,False,False,False,False,False,False,,
JIO10023935,Gujarat,GJ,West,2023-07-31,37,Prepaid,239,28,484.37,531.16,467.15,8,27.7,32,0,True,52.03,60.0,139,14,JioBharat / JioPhone,False,False,10.1,0.67,10.6,0,0,0.0,None,1,False,20,11.8,False,False,False,False,False,False,,
JIO10033590,Maharashtra & Goa,MH,West,2025-01-29,19,Prepaid,239,28,127.96,146.95,153.5,6,29.4,63,0,False,21.8,19.62,367,14,JioBharat / JioPhone,False,False,12.2,0.79,54.8,0,0,0.0,None,1,False,3,23.3,False,True,False,False,False,False,,
JIO10002261,Tamil Nadu,TN,South,2026-05-31,3,Prepaid,155,28,192.88,165.91,196.67,6,35.7,68,0,False,21.11,20.72,1152,11,OPPO,False,False,17.6,0.21,36.3,0,0,0.0,None,1,True,9,31.9,False,False,False,False,False,False,,
JIO10007419,Rajasthan,RJ,North,2022-11-30,45,Prepaid,349,28,109.45,108.16,104.64,7,32.7,16,0,False,3.4,4.47,453,6,vivo,False,False,7.5,0.23,23.4,0,0,0.0,None,1,False,0,11.9,False,False,False,False,False,False,,
JIO10012973,West Bengal,WB,East,2024-08-30,24,Postpaid,1499,30,641.76,602.94,658.06,6,37.0,5,0,True,8.53,7.4,101,7,JioBharat / JioPhone,False,False,13.9,1.16,33.4,0,0,0.0,None,1,True,12,32.7,False,False,False,False,False,False,,
JIO10064482,Uttar Pradesh West,UPW,North,2022-12-30,44,Prepaid,349,84,157.64,169.92,183.77,2,71.9,173,0,False,39.72,24.24,460,5,JioBharat / JioPhone,False,False,5.3,0.13,48.2,1,1,1.9,None,1,False,3,37.4,False,False,False,False,False,False,,
JIO10048652,Kerala,KL,South,2025-03-31,17,Prepaid,189,28,171.22,180.38,193.12,8,14.7,14,0,False,6.37,8.67,637,13,vivo,False,False,7.4,0.44,12.0,0,0,0.0,None,1,False,2,25.4,False,False,False,False,False,False,,
JIO10020594,Punjab,PB,North,2022-10-30,46,Prepaid,299,84,344.07,341.69,377.74,2,70.7,23,0,False,92.69,79.86,121,10,Xiaomi,True,True,2.6,0.45,52.3,0,0,0.0,JioFiber,3,True,10,8.6,False,False,False,False,False,False,,
JIO10004389,Odisha,OR,East,2020-03-31,77,Postpaid,449,30,754.84,876.03,875.39,6,34.0,74,0,True,87.48,76.82,366,5,OPPO,True,False,14.0,0.2,7.2,1,0,2.0,JioFiber,3,False,19,39.4,False,False,False,False,False,False,,
JIO10039705,Haryana,HR,North,2025-03-01,18,Prepaid,155,84,247.61,235.35,303.17,3,68.0,95,0,False,50.61,54.39,163,4,realme,True,True,12.3,0.6,35.0,1,0,4.9,JioFiber,4,False,3,19.5,False,False,False,False,False,False,,
JIO10056514,Assam,AS,East,2018-08-30,96,Prepaid,349,84,197.42,187.71,210.04,2,142.1,49,0,False,84.79,95.77,366,12,vivo,False,False,14.5,0.24,78.7,0,0,0.0,None,3,True,5,25.0,False,False,False,False,False,False,,
JIO10060902,Uttar Pradesh East,UPE,North,2024-12-30,20,Prepaid,399,84,269.73,274.11,263.7,2,84.2,133,2,False,30.76,39.72,249,15,vivo,False,False,23.5,0.41,35.3,0,0,0.0,None,3,True,6,39.7,False,False,False,False,False,False,,
JIO10032803,Uttar Pradesh East,UPE,North,2025-03-31,17,Prepaid,209,28,75.99,78.0,87.7,7,30.0,7,0,False,18.98,17.31,218,7,Apple,False,False,10.5,0.27,49.1,1,0,1.5,None,1,False,0,16.1,False,True,False,False,False,False,,
JIO10020616,Gujarat,GJ,West,2025-07-31,13,Prepaid,449,28,285.2,284.67,328.06,5,24.5,18,0,False,93.96,105.03,328,8,vivo,True,True,7.5,0.82,34.8,0,0,0.0,None,1,False,5,17.8,False,False,False,False,False,False,,
JIO10031759,Punjab,PB,North,2024-08-30,24,Postpaid,1499,30,467.71,470.05,398.79,6,36.9,15,0,True,12.49,14.84,1747,18,realme,True,True,10.8,1.55,31.1,0,0,0.0,None,2,False,18,12.0,False,True,False,False,False,False,,
JIO10009166,Kolkata,KO,East,2024-03-31,29,Postpaid,599,30,284.57,304.34,280.25,6,24.3,40,0,True,57.72,62.18,358,10,Samsung,True,True,19.0,0.34,10.0,0,0,0.0,None,2,False,8,23.5,True,False,False,False,False,False,,
JIO10036918,Maharashtra & Goa,MH,West,2026-03-01,6,Prepaid,155,28,203.31,175.34,217.14,8,25.0,8,0,False,122.7,117.0,313,11,Apple,True,True,7.0,0.65,48.4,4,1,1.7,None,1,True,4,38.4,True,False,False,True,False,False,,
JIO10005809,Odisha,OR,East,2023-07-01,38,Prepaid,155,84,90.19,83.6,81.97,2,84.0,98,0,False,41.75,30.99,153,9,vivo,True,True,8.6,0.1,42.5,1,0,8.4,None,2,False,1,31.7,False,False,False,False,False,False,,
JIO10059580,Mumbai,MU,West,2020-12-30,68,Prepaid,579,28,217.66,209.9,226.87,7,35.0,33,0,False,31.14,35.75,383,8,Apple,False,False,13.9,1.43,40.1,2,1,4.9,None,1,False,12,15.0,False,False,False,False,False,False,,
JIO10031185,Bihar & Jharkhand,BH,East,2021-09-30,59,Prepaid,999,56,117.05,112.47,149.19,2,62.8,39,1,True,64.89,86.99,304,12,vivo,True,True,14.1,2.88,38.9,2,0,6.8,None,2,False,6,22.8,False,True,False,False,False,False,,
JIO10034220,Bihar & Jharkhand,BH,East,2025-06-30,14,Postpaid,449,30,352.39,329.13,304.72,6,27.7,78,0,False,18.82,12.22,457,6,Apple,False,False,14.7,0.82,24.5,0,0,0.0,None,1,False,9,18.8,False,False,False,False,False,False,,
JIO10003681,Bihar & Jharkhand,BH,East,2025-03-31,17,Postpaid,449,30,456.41,437.31,449.93,6,45.4,14,1,True,122.6,101.81,228,16,Xiaomi,True,True,21.1,1.55,28.1,1,0,4.2,None,2,False,16,25.8,False,False,False,False,False,False,,
JIO10018534,Rajasthan,RJ,North,2020-10-30,70,Prepaid,299,28,225.12,225.56,286.81,6,32.6,22,0,False,17.52,14.42,384,7,Xiaomi,False,False,6.3,0.65,18.3,1,0,7.5,JioFiber,3,False,4,34.7,False,False,False,False,False,False,,
JIO10046661,Kolkata,KO,East,2019-07-31,85,Prepaid,239,28,90.5,100.48,99.68,7,23.4,8,0,False,28.48,26.49,244,12,Motorola,True,True,12.5,1.29,13.2,0,0,0.0,None,1,True,2,19.8,False,False,False,False,False,False,,
JIO10025550,Maharashtra & Goa,MH,West,2025-06-30,14,Prepaid,155,84,90.75,83.51,99.33,2,86.8,35,0,False,37.58,26.86,307,8,Xiaomi,False,False,11.8,1.16,32.8,1,0,5.7,None,2,False,1,20.4,True,False,False,False,False,False,,
JIO10004571,Maharashtra & Goa,MH,West,2023-09-30,35,Prepaid,799,365,334.16,284.34,338.11,1,400.0,210,2,True,33.36,27.44,472,12,Xiaomi,False,False,12.3,0.35,25.8,0,0,0.0,JioAirFiber,3,False,10,40.3,False,False,False,False,False,False,,
JIO10042513,Andhra Pradesh & Telangana,AP,South,2020-11-29,69,Prepaid,449,28,107.42,106.87,110.78,6,32.6,18,0,True,4.01,4.86,271,15,Xiaomi,False,False,10.3,0.31,7.5,3,0,1.6,None,1,True,3,33.6,False,False,False,False,False,False,,
JIO10006545,Uttar Pradesh East,UPE,North,2020-08-30,72,Prepaid,799,28,169.21,169.86,130.8,8,29.8,63,0,True,30.7,24.12,610,11,Motorola,False,False,11.2,1.1,51.1,0,0,0.0,None,2,False,6,34.3,False,False,False,False,False,False,,
JIO10022352,Karnataka,KA,South,2026-07-31,1,Prepaid,299,84,87.13,86.16,75.0,2,87.3,65,0,False,25.27,23.78,465,14,realme,False,False,7.6,0.53,43.1,0,0,0.0,None,1,True,0,27.1,False,False,False,True,True,True,Competitor offer / price,2026-11-15
JIO10018261,Maharashtra & Goa,MH,West,2024-04-30,28,Prepaid,299,56,531.84,603.06,526.98,4,61.3,18,0,False,89.2,66.5,308,12,Xiaomi,True,True,8.1,0.55,16.8,0,0,0.0,None,1,False,5,31.3,False,True,True,False,False,False,,
JIO10033276,Assam,AS,East,2021-09-30,59,Prepaid,349,28,99.9,98.94,89.5,5,24.8,45,1,False,17.5,14.47,367,9,OPPO,False,False,7.1,1.9,41.5,2,1,1.7,None,1,False,0,21.6,False,False,False,False,False,False,,
JIO10057590,Uttar Pradesh East,UPE,North,2022-07-01,50,Prepaid,449,28,246.63,253.84,305.42,7,18.7,16,0,False,30.66,29.45,257,14,POCO,True,True,11.8,1.04,99.0,1,0,2.2,None,1,False,2,28.4,False,True,False,False,False,False,,
JIO10043106,Maharashtra & Goa,MH,West,2020-05-31,75,Prepaid,3599,28,611.01,518.27,576.97,7,32.3,42,0,False,52.34,50.85,223,10,POCO,False,False,8.7,0.12,8.8,0,0,0.0,None,1,False,17,24.1,False,False,False,False,False,False,,
JIO10059172,Bihar & Jharkhand,BH,East,2024-08-30,24,Postpaid,449,30,253.35,241.98,210.71,6,31.8,14,0,True,6.77,7.59,164,12,Samsung,False,False,13.2,0.35,29.9,1,0,9.9,None,1,False,13,17.6,False,False,False,False,False,False,,
JIO10045379,Madhya Pradesh & Chhattisgarh,MP,North,2021-12-30,56,Prepaid,399,84,223.82,238.58,203.2,2,78.3,90,0,False,125.94,135.61,559,9,Apple,True,True,8.7,0.38,18.0,0,0,0.0,None,2,False,8,35.7,False,True,True,False,False,False,,
JIO10022660,Bihar & Jharkhand,BH,East,2025-03-01,18,Postpaid,299,30,357.75,391.08,269.33,6,38.5,40,0,False,34.24,33.02,371,10,Xiaomi,False,False,12.1,0.7,22.1,1,0,13.1,None,1,False,11,46.7,True,False,False,False,False,False,,
JIO10015365,Rajasthan,RJ,North,2024-04-30,28,Prepaid,579,56,207.15,227.3,199.9,3,54.3,30,0,False,32.57,34.92,284,11,Xiaomi,False,False,12.1,1.15,29.9,0,0,0.0,None,2,False,4,24.1,False,True,True,False,False,False,,
JIO10019760,Kerala,KL,South,2024-11-29,21,Prepaid,349,56,119.71,114.55,123.69,3,55.4,64,0,False,73.42,61.9,240,12,vivo,False,False,18.6,0.37,14.8,0,0,0.0,None,1,False,0,20.1,False,False,False,False,False,False,,
JIO10030149,Tamil Nadu,TN,South,2026-03-01,6,Prepaid,449,28,268.79,253.22,198.43,7,42.1,16,2,False,65.79,65.34,70,13,JioBharat / JioPhone,False,False,17.3,0.27,11.6,2,0,4.7,None,1,False,9,5.6,True,False,False,False,False,False,,
JIO10026057,Andhra Pradesh & Telangana,AP,South,2025-03-01,18,Prepaid,209,28,181.12,171.81,164.38,7,33.2,23,1,False,19.31,18.99,389,14,Samsung,False,False,16.6,0.53,42.1,1,1,8.2,None,1,False,5,8.6,False,True,False,False,False,False,,
JIO10029334,Bihar & Jharkhand,BH,East,2025-04-30,16,Prepaid,155,28,146.6,154.43,139.84,6,26.9,2,0,False,6.97,7.04,138,5,JioBharat / JioPhone,False,False,15.8,0.55,35.9,0,0,0.0,None,1,False,4,22.0,False,False,False,False,False,False,,
JIO10030738,Bihar & Jharkhand,BH,East,2022-07-01,50,Prepaid,299,365,165.18,166.02,170.67,1,386.1,161,1,False,20.69,18.49,611,11,Xiaomi,False,False,10.2,1.06,30.3,3,0,0.8,None,1,False,3,20.1,False,False,False,False,False,True,Dormant / non-recharge,2026-09-10
JIO10031476,Mumbai,MU,West,2024-08-30,24,Prepaid,449,84,109.3,104.88,91.46,3,87.6,8,1,False,140.64,70.87,181,10,Xiaomi,True,True,15.5,0.36,16.8,0,0,0.0,None,2,False,3,25.8,False,False,False,False,False,False,,
JIO10035451,Karnataka,KA,South,2022-05-31,51,Prepaid,999,84,334.87,352.13,346.64,2,57.3,21,0,False,27.11,26.14,152,12,OPPO,True,False,14.9,0.98,4.5,0,0,0.0,JioAirFiber,3,False,12,27.8,False,False,False,False,False,False,,
JIO10018002,Delhi NCR,DL,North,2023-03-01,42,Prepaid,299,28,110.46,114.06,99.08,6,33.0,7,0,True,60.26,43.26,277,14,Samsung,True,True,4.1,0.54,27.6,0,0,0.0,None,1,False,4,25.0,True,False,False,False,False,False,,
JIO10045961,Maharashtra & Goa,MH,West,2023-03-01,42,Prepaid,299,28,334.87,354.46,299.5,7,28.2,15,0,False,118.96,63.86,238,11,Xiaomi,True,True,15.5,0.81,54.6,2,0,4.8,JioFiber,2,False,4,19.9,False,False,False,False,False,False,,
JIO10042538,Karnataka,KA,South,2025-03-01,18,Postpaid,299,30,400.05,424.95,344.22,6,32.6,19,1,True,98.5,97.29,253,18,realme,True,True,14.9,0.14,12.7,0,0,0.0,None,1,False,17,21.5,False,False,False,False,False,False,,
